id,kencode,kenname,cityname,name,address,tel,cond_morning,cond_kidsmenu,cond_parking,url,notice,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
1756,13,東京都,中央区,やよい軒 茅場町店,東京都中央区日本橋茅場町１丁目７－１ 日本橋弥生ビルディング1Ｆ,03-5643-0557,1,,,https://store.yayoiken.com/b/yayoiken/info/1756/,※ラストオーダーは閉店時間の30分前です。<br />※日曜・祝日は定休日となっております。<br />,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,,
1781,13,東京都,品川区,やよい軒 大森店,東京都品川区南大井６－２８－１２ ２Ｆ,03-5767-4957,1,,,https://store.yayoiken.com/b/yayoiken/info/1781/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1845,13,東京都,豊島区,やよい軒 巣鴨南口店,東京都豊島区巣鴨１丁目１３－５ 巣鴨プラザ１Ｆ,03-5319-0622,1,,,https://store.yayoiken.com/b/yayoiken/info/1845/,※店舗メンテナンス等で閉店する場合、閉店時間の30分前がラストオーダーです。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
1881,13,東京都,新宿区,やよい軒 西新宿店,東京都新宿区西新宿７－２１－２１ 西新宿成和ビル１Ｆ,03-5332-3196,1,,,https://store.yayoiken.com/b/yayoiken/info/1881/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
1886,13,東京都,江戸川区,やよい軒 小岩店,東京都江戸川区南小岩６丁目２８－１３ 朝日ビル小岩１Ｆ,03-5612-7255,1,,,https://store.yayoiken.com/b/yayoiken/info/1886/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1887,13,東京都,練馬区,やよい軒 練馬店,東京都練馬区豊玉北６－３－７ ＵＳビル１Ｆ,080-4092-7305,1,,,https://store.yayoiken.com/b/yayoiken/info/1887/,【ラストオーダー】<br />※閉店時間の30分前がラストオーダーです。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1901,13,東京都,台東区,やよい軒 蔵前店,東京都台東区蔵前２丁目６－４,03-5823-7321,1,,,https://store.yayoiken.com/b/yayoiken/info/1901/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1967,13,東京都,葛飾区,やよい軒 金町店,東京都葛飾区東金町１－４５－４ 綾部ビル１Ｆ,03-5660-0033,1,,,https://store.yayoiken.com/b/yayoiken/info/1967/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2014,13,東京都,江戸川区,やよい軒 葛西店,東京都江戸川区中葛西５－３３－９,03-5679-9501,1,,,https://store.yayoiken.com/b/yayoiken/info/2014/,※ラストオーダーは閉店時間の30分前です。,700,2400,700,2400,700,2400,700,2400,700,2400,700,2400,700,2400
2031,13,東京都,文京区,やよい軒 本郷店,東京都文京区本郷５－１－１３,03-5805-3277,1,,,https://store.yayoiken.com/b/yayoiken/info/2031/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2048,13,東京都,葛飾区,やよい軒 亀有店,東京都葛飾区亀有３丁目２５－１,03-5613-1901,1,1,,https://store.yayoiken.com/b/yayoiken/info/2048/,※ラストオーダーは閉店時間の30分前です。,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330
2056,13,東京都,新宿区,やよい軒 早稲田店,東京都新宿区喜久井町１－２ シルバーマンション早稲田１Ｆ,03-5155-3837,1,,,https://store.yayoiken.com/b/yayoiken/info/2056/,【ラストオーダー】<br />※閉店時間の30分前がラストオーダーです。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2059,13,東京都,豊島区,やよい軒 南池袋店,東京都豊島区南池袋２丁目２４－２ ＳＴビル１Ｆ,03-5956-6385,1,,,https://store.yayoiken.com/b/yayoiken/info/2059/,※ラストオーダーは閉店時間の30分前です。,800,2315,800,2315,800,2315,800,2315,800,2315,800,2315,800,2315
2072,13,東京都,台東区,やよい軒 三ノ輪店,東京都台東区根岸５丁目２４－８,03-5615-4773,1,1,,https://store.yayoiken.com/b/yayoiken/info/2072/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2077,13,東京都,台東区,やよい軒 浅草田原町店,東京都台東区寿４－７－７ グリーンキャピタル浅草１Ｆ,03-5806-3630,1,1,,https://store.yayoiken.com/b/yayoiken/info/2077/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2079,13,東京都,台東区,やよい軒 東上野店,東京都台東区東上野３－３７－９ かみちビル１階,03-5846-6175,1,,,https://store.yayoiken.com/b/yayoiken/info/2079/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2130,13,東京都,板橋区,やよい軒 大山店,東京都板橋区大山東町４６－８,03-5943-7317,1,,,https://store.yayoiken.com/b/yayoiken/info/2130/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2131,13,東京都,豊島区,やよい軒 要町店,東京都豊島区要町１丁目１－１０ サブナード要町１Ｆ,03-5964-8971,1,,,https://store.yayoiken.com/b/yayoiken/info/2131/,※ラストオーダーは閉店時間の30分前です。,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330
2135,13,東京都,立川市,やよい軒 立川北店,東京都立川市曙町２－３４－６ ＣＯＡビル１Ｆ,080-4084-9706,1,,,https://store.yayoiken.com/b/yayoiken/info/2135/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2136,13,東京都,品川区,やよい軒 五反田店,東京都品川区西五反田７丁目１３－６ 五反田山崎ビル１階,080-4089-7885,1,,,https://store.yayoiken.com/b/yayoiken/info/2136/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2143,13,東京都,新宿区,やよい軒 新宿靖国通り店,東京都新宿区歌舞伎町１－６－１ シロービル２階,03-5155-3900,1,,,https://store.yayoiken.com/b/yayoiken/info/2143/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2170,13,東京都,江戸川区,やよい軒 西葛西店,東京都江戸川区西葛西３－１７－７,03-5878-3097,1,1,,https://store.yayoiken.com/b/yayoiken/info/2170/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2171,13,東京都,渋谷区,やよい軒 代々木店,東京都渋谷区千駄ヶ谷５－２４－３ ＮＴＴドコモ代々木ビル１Ｆ,03-5312-7089,1,,,https://store.yayoiken.com/b/yayoiken/info/2171/,※ラストオーダーは閉店時間の30分前です。,800,2200,800,2200,800,2200,800,2200,800,2200,1000,2200,1000,2200
2172,13,東京都,町田市,やよい軒 町田店,東京都町田市原町田４丁目９－１６,042-709-1850,1,,,https://store.yayoiken.com/b/yayoiken/info/2172/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2202,13,東京都,千代田区,やよい軒外神田３丁目店,東京都千代田区外神田３－６－２,03-5296-9510,1,,,https://store.yayoiken.com/b/yayoiken/info/2202/,※ラストオーダーは閉店時間の30分前です。,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300
2289,13,東京都,杉並区,やよい軒 阿佐ヶ谷南店,東京都杉並区阿佐谷南1丁目33番8号 2Ｆ,080-7480-5258,1,1,,https://store.yayoiken.com/b/yayoiken/info/2289/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1084,14,神奈川県,相模原市南区,やよい軒 相模大野店,神奈川県相模原市南区相模大野３丁目１－３３ 丸徳ビル1Ｆ,042-702-2356,1,1,,https://store.yayoiken.com/b/yayoiken/info/1084/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1143,14,神奈川県,横浜市中区,やよい軒 長者町店,神奈川県横浜市中区長者町５丁目４８－１ 三丸長者町ビルディング１,045-260-6327,1,,,https://store.yayoiken.com/b/yayoiken/info/1143/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1219,14,神奈川県,横須賀市,やよい軒 横須賀大滝町店,神奈川県横須賀市大滝町１丁目２６ 清水ビル１Ｆ,046-820-2851,1,,,https://store.yayoiken.com/b/yayoiken/info/1219/,※ラストオーダーは閉店時間の30分前です。,800,2300,800,2300,800,2300,800,2300,800,2300,700,2300,700,2300
1273,14,神奈川県,川崎市中原区,やよい軒 武蔵中原店,神奈川県川崎市中原区上小田中４丁目２－１ ＪＲ武蔵中原駅ビーンズ内,044-741-1781,1,,,https://store.yayoiken.com/b/yayoiken/info/1273/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330,700,2330
1450,14,神奈川県,鎌倉市,やよい軒 大船店,神奈川県鎌倉市大船１丁目１２－１６ エバ－ス第５ビル１Ｆ,0467-41-0125,1,,,https://store.yayoiken.com/b/yayoiken/info/1450/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1711,14,神奈川県,足柄上郡大井町,やよい軒 足柄大井町店,神奈川県足柄上郡大井町上大井４０１－１,0465-83-5222,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1711/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1730,14,神奈川県,藤沢市,やよい軒 湘南藤沢店,神奈川県藤沢市辻堂新町４丁目３－５,0466-31-6338,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1730/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
1957,14,神奈川県,横浜市中区,やよい軒 伊勢佐木町店,神奈川県横浜市中区伊勢佐木町５－１２５ クイントパラディオ１Ｆ,080-7554-8118,1,,,https://store.yayoiken.com/b/yayoiken/info/1957/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2020,14,神奈川県,川崎市川崎区,やよい軒 川崎ことろばし店,神奈川県川崎市川崎区小川町１５－１４ 柴田ビル１Ｆ,044-230-1781,1,,,https://store.yayoiken.com/b/yayoiken/info/2020/,※ラストオーダーは閉店時間の30分前です。<br />,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2030,14,神奈川県,横浜市青葉区,やよい軒 青葉台店,神奈川県横浜市青葉区青葉台１－１４－１ 第２青葉台ビル１Ｆ,045-988-0522,1,1,,https://store.yayoiken.com/b/yayoiken/info/2030/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
2118,14,神奈川県,川崎市中原区,やよい軒 武蔵小杉店,神奈川県川崎市中原区小杉町３丁目４４１－１９ 丸橋ビル１Ｆ,044-739-8312,1,,,https://store.yayoiken.com/b/yayoiken/info/2118/,※ラストオーダーは閉店時間の30分前です。,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330
2119,14,神奈川県,川崎市幸区,やよい軒 川崎駅西口店,神奈川県川崎市幸区大宮町１４－５,044-542-1255,1,,,https://store.yayoiken.com/b/yayoiken/info/2119/,※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
2121,14,神奈川県,横浜市中区,やよい軒 日の出町店,神奈川県横浜市中区宮川町３－７７ さくらビル１Ｆ,045-243-5440,1,,,https://store.yayoiken.com/b/yayoiken/info/2121/,※当店では22時から翌5時の間、『定食・丼・麺・おうち定食(テイクアウト)』に深夜料金50円を加算させていただいております。（一部のメニューは深夜料金対象外）<br />※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2147,14,神奈川県,厚木市,やよい軒 本厚木店,神奈川県厚木市中町３丁目１３－２ 小山ビル１Ｆ,046-297-5035,1,1,,https://store.yayoiken.com/b/yayoiken/info/2147/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2151,14,神奈川県,横浜市中区,やよい軒 馬車道店,神奈川県横浜市中区尾上町５丁目７６ 明治屋尾上町ビル１ １Ｆ,045-227-8228,1,,,https://store.yayoiken.com/b/yayoiken/info/2151/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2284,14,神奈川県,横浜市鶴見区,やよい軒 鶴見シークレイン店,神奈川県横浜市鶴見区鶴見中央1丁目31-2 シークレイン2Ｆ,080-7480-5391,1,1,,https://store.yayoiken.com/b/yayoiken/info/2284/,※ラストオーダーは閉店時間の30分前です。,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
1709,15,新潟県,新潟市東区,やよい軒 松崎店,新潟県新潟市東区新松崎１丁目６,025-279-5858,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1709/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1761,15,新潟県,新潟市江南区,やよい軒 亀田店,新潟県新潟市江南区早苗２丁目３－３３,025-383-3553,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1761/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1828,15,新潟県,新潟市西区,やよい軒 亀貝店,新潟県新潟市西区亀貝３２８８番,025-264-7108,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1828/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1093,16,富山県,富山市,やよい軒 富山呉羽店,富山県富山市本郷東部９－３,076-434-0152,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1093/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1763,16,富山県,高岡市,やよい軒 高岡横田本町店,富山県高岡市横田本町８－２,0766-29-0018,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1763/,※ラストオーダーは閉店時間の30分前です。<br />,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1836,16,富山県,富山市,やよい軒 富山山室店,富山県富山市山室２２６番２,076-420-6455,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1836/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1937,16,富山県,滑川市,やよい軒 富山滑川店,富山県滑川市上小泉２８１４－２,076-476-5841,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1937/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
1401,17,石川県,金沢市,やよい軒 金沢増泉店,石川県金沢市神田１丁目３－１８,076-247-1118,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1401/,※ラストオーダーは閉店時間の30分前です。,500,230,500,230,500,230,500,230,500,230,500,230,500,230
1495,17,石川県,野々市市,やよい軒 金沢御経塚店,石川県野々市市御経塚４丁目１０８,076-240-6311,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1495/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1498,17,石川県,金沢市,やよい軒 金沢福久店,石川県金沢市福久東１丁目８８,076-258-1039,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1498/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1712,17,石川県,白山市,やよい軒 松任店,石川県白山市倉光十丁目１４６番,076-276-5155,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1712/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1738,17,石川県,小松市,やよい軒 小松店,石川県小松市上小松町丙３２番１,0761-24-8241,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1738/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
2023,17,石川県,金沢市,やよい軒 金沢駅西店,石川県金沢市駅西新町３丁目１３－６,076-231-3556,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2023/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1465,18,福井県,福井市,やよい軒 福井種池店,福井県福井市種池１丁目１７０１,0776-32-6500,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1465/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1762,18,福井県,鯖江市,やよい軒 福井鯖江店,福井県鯖江市新横江１丁目１２４番,0778-54-3555,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1762/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1784,18,福井県,福井市,やよい軒 福井大和田店,福井県福井市大和田１丁目１１０３,0776-57-8005,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1784/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1467,19,山梨県,甲府市,やよい軒 甲府塩部店,山梨県甲府市塩部４丁目１６番１０号,055-255-2202,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1467/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2144,19,山梨県,中巨摩郡昭和町,やよい軒 甲府昭和店,山梨県中巨摩郡昭和町飯喰１９２－１,055-268-5077,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2144/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
02302,20,長野県,諏訪郡下諏訪町,やよい軒 イオンスタイル諏訪店　　10/21(水)グランドオープン！,長野県諏訪郡下諏訪町南四王6126番6,080-7555-2669,1,1,1,https://store.yayoiken.com/b/yayoiken/info/02302/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1739,20,長野県,塩尻市,やよい軒 塩尻広丘店,長野県塩尻市広丘野村１０６９ー２４,0263-51-1150,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1739/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1899,20,長野県,長野市,やよい軒 長野稲里店,長野県長野市稲里１丁目６－１,026-291-1200,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1899/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1848,21,岐阜県,岐阜市,やよい軒 岐阜入舟町店,岐阜県岐阜市入舟町２丁目３－２,058-249-7533,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1848/,※ラストオーダーは閉店時間の30分前です。,700,200,700,200,700,200,700,200,700,200,700,200,700,200
1388,22,静岡県,浜松市中央区,やよい軒 浜松有玉店,静岡県浜松市中央区有玉南町５７０－１,053-431-0280,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1388/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1433,22,静岡県,浜松市中央区,やよい軒 浜松本郷町店,静岡県浜松市中央区本郷町２３９－１,053-411-5088,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1433/,※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
1682,22,静岡県,三島市,やよい軒 三島玉川店,静岡県三島市玉川１６番,055-983-1558,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1682/,※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
1740,22,静岡県,藤枝市,やよい軒 藤枝店,静岡県藤枝市岡出山３丁目１４－１９,054-645-7488,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1740/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1860,22,静岡県,袋井市,やよい軒 袋井店,静岡県袋井市川井１１８８－９,0538-45-3070,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1860/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1865,22,静岡県,静岡市清水区,やよい軒 静岡吉川店,静岡県静岡市清水区吉川２７４－１７,054-349-7841,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1865/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1872,22,静岡県,磐田市,やよい軒 磐田店,静岡県磐田市豊島３１４番１号,0538-21-3070,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1872/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2103,22,静岡県,浜松市中央区,やよい軒 浜松若林店,静岡県浜松市中央区若林町３６６６－１,053-413-2311,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2103/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2265,22,静岡県,静岡市駿河区,やよい軒 静岡ＳＢＳ通り店,静岡県静岡市駿河区中田四丁目２－２０,080-4089-4607,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2265/,※ラストオーダーは閉店時間の30分前です。<br />※祝日営業時間　　8時～23時,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,800,2300,800,2300
1340,23,愛知県,名古屋市千種区,やよい軒 池下店,愛知県名古屋市千種区池下１－４－１５ 川辺３１８ビル１Ｆ,052-757-5758,1,1,,https://store.yayoiken.com/b/yayoiken/info/1340/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1440,23,愛知県,名古屋市中区,やよい軒 名古屋丸の内店,愛知県名古屋市中区錦２丁目４－３ 錦パークビル１Ｆ,052-220-2010,1,1,,https://store.yayoiken.com/b/yayoiken/info/1440/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1458,23,愛知県,名古屋市中区,やよい軒 栄四丁目店,愛知県名古屋市中区栄四丁目１８－２０ アルファ栄ビル１,052-238-4330,1,1,,https://store.yayoiken.com/b/yayoiken/info/1458/,※ラストオーダーは閉店時間の30分前です。,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
1696,23,愛知県,岡崎市,やよい軒 岡崎岩津店,愛知県岡崎市岩津町於御所１９４－１,0564-66-8005,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1696/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1765,23,愛知県,名古屋市守山区,やよい軒 名古屋小幡店,愛知県名古屋市守山区小幡南１丁目１－２７,052-758-5030,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1765/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
2061,23,愛知県,丹羽郡扶桑町,やよい軒 扶桑店,愛知県丹羽郡扶桑町高雄下野７,0587-91-1192,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2061/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2123,23,愛知県,名古屋市中区,やよい軒 名古屋伏見店,愛知県名古屋市中区栄１丁目４－９ 加藤ビル１Ｆ,052-218-7319,1,,,https://store.yayoiken.com/b/yayoiken/info/2123/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2125,23,愛知県,豊田市,やよい軒 豊田寿町店,愛知県豊田市寿町７丁目３４－１,0565-74-0488,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2125/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
2218,23,愛知県,名古屋市中区,やよい軒 久屋大通駅前店,愛知県名古屋市中区錦３丁目５ー１４,052-959-3576,1,1,,https://store.yayoiken.com/b/yayoiken/info/2218/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2256,23,愛知県,岡崎市,やよい軒 岡崎若松東店,愛知県岡崎市若松東一丁目７－１９,0564-55-5588,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2256/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2267,23,愛知県,一宮市,やよい軒 一宮公園通店,愛知県一宮市公園通６－２,080-7486-8095,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2267/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2270,23,愛知県,名古屋市千種区,やよい軒 今池店,愛知県名古屋市千種区今池４丁目１１番１０,080-4093-4130,1,1,,https://store.yayoiken.com/b/yayoiken/info/2270/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
