chain_key	chain_name	koryaku_slug	official_url	facility_key	facility_label	article_hint	value	note	source_url
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	boxSeat	ボックス席	記事に記述あり	partial	店舗により異なる（公式「カウンターはもちろん、ボックス席、座敷席もある広々した店内」。店舗によりサービス内容が異なる場合ありと注記）	https://www.syodai-marugen.jp/about
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	kidsChair	キッズチェア	記事に記述あり	partial	店舗により異なる（公式「お子さま用の椅子をご用意しております」。店舗によりサービス内容が異なる場合ありと注記）	https://www.syodai-marugen.jp/menu/kids
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	kidsMenu	キッズメニュー	記事に記述あり	yes	お子さまメニューは小学生まで	https://www.syodai-marugen.jp/menu/kids
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	kidsCutlery	子供用カトラリー	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	diaperTable	おむつ替え台	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	nursingRoom	授乳室	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	toriwake	取り分けOK	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
marugenramen	丸源ラーメン	marugen-ramen-kodzure-koryaku	https://www.syodai-marugen.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目	https://www.monogatari.co.jp/allergy/brand/marugen.php
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	stepFree	入口の段差なし				
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	zashiki	座敷席	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	boxSeat	ボックス席	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	kidsChair	キッズチェア	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	kidsMenu	キッズメニュー	記事に記述あり	yes	キッズ料金（食べ放題で小学生未満無料・小学生半額）とキッズドリンクメニュー。お子様セットの記載はなし	https://www.onyasai.com/menu/menu-kids.php
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	kidsCutlery	子供用カトラリー	記事に記述あり	yes	公式「お子さま用食器＆エプロン」を用意	https://www.onyasai.com/menu/menu-kids.php
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	diaperTable	おむつ替え台				
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	nursingRoom	授乳室	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	toriwake	取り分けOK	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
onyasai	しゃぶしゃぶ温野菜	onyasai-kodzure-koryaku	https://www.onyasai.com/	allergenInfo	アレルゲン表示	記事に記述あり	yes	28品目のアレルギー情報PDF	https://www.onyasai.com/menu/information.php
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	stepFree	入口の段差なし				
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	zashiki	座敷席				
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	boxSeat	ボックス席				
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	kidsChair	キッズチェア	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	kidsMenu	キッズメニュー	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	kidsCutlery	子供用カトラリー	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	diaperTable	おむつ替え台				
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	nursingRoom	授乳室	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	toriwake	取り分けOK	記事に記述あり			
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	strollerToSeat	ベビーカーで席まで				
originbento	オリジン弁当	origin-bento-kodzure-koryaku	https://kitchen-origin.toshu.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	栄養成分・アレルギー情報をHPで公開（商品ページごとに特定原材料等を表示）	https://kitchen-origin.toshu.co.jp/about/
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	stepFree	入口の段差なし	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	zashiki	座敷席	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	boxSeat	ボックス席	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	kidsChair	キッズチェア	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	kidsMenu	キッズメニュー	記事に記述あり	yes	ちびっこセット4種（店舗により一部販売していない商品あり）	https://www.ringerhut.jp/menu/kids/
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	kidsCutlery	子供用カトラリー	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	diaperTable	おむつ替え台	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	nursingRoom	授乳室	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	toriwake	取り分けOK	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
ringerhut	リンガーハット	ringer-hut-kodzure-koryaku	https://www.ringerhut.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	アレルギー表（特定原材料8品目・準ずるもの20品目）	https://www.ringerhut.jp/quality/allergy-nutrition_value/
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	stepFree	入口の段差なし	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	zashiki	座敷席				
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	boxSeat	ボックス席				
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	kidsChair	キッズチェア				
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	kidsMenu	キッズメニュー	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	kidsCutlery	子供用カトラリー				
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	diaperTable	おむつ替え台	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	nursingRoom	授乳室	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	toriwake	取り分けOK	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
sanmarccafe	サンマルクカフェ	sanmarc-cafe-kodzure-koryaku	https://www.saint-marc-hd.com/saintmarccafe/	allergenInfo	アレルゲン表示	記事に記述あり	yes	グループのアレルゲン検索サイトで8品目・20品目を表示	https://www.saint-marc-hd.com/hd/company_info/sq/allergen/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	stepFree	入口の段差なし	記事に記述あり	partial	店舗による（入口スロープ等は公式店舗ページの設備欄で確認。車椅子入店はスタッフが手伝う）	https://www.genkotsu-hb.com/faq/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	zashiki	座敷席	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	boxSeat	ボックス席	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	kidsChair	キッズチェア	記事に記述あり	yes	7ヶ月〜5才未満のお子様用椅子を用意（落下防止ベルト付き）	https://www.genkotsu-hb.com/faq/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	kidsMenu	キッズメニュー	記事に記述あり	yes	おこさまメニュー（店舗毎にメニューが一部異なる）	https://www.genkotsu-hb.com/menu/kids/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	kidsCutlery	子供用カトラリー	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	diaperTable	おむつ替え台	記事に記述あり	partial	店舗による（多目的トイレ・おむつ交換スペースの有無は公式店舗ページの設備欄で確認）	https://www.genkotsu-hb.com/faq/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	nursingRoom	授乳室	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	toriwake	取り分けOK	記事に記述あり			
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	strollerToSeat	ベビーカーで席まで	記事に記述あり	yes	ベビーカーでの入店可（混雑時はスタッフが手伝う）	https://www.genkotsu-hb.com/faq/
sawayaka	炭焼きレストランさわやか	sawayaka-kodzure-koryaku	https://www.genkotsu-hb.com/	allergenInfo	アレルゲン表示	記事に記述あり	yes	アレルゲン検索（特定原材料8品目・準ずるもの20品目）	https://www.genkotsu-hb.com/arellgen
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	stepFree	入口の段差なし	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	zashiki	座敷席				
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	boxSeat	ボックス席				
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	kidsChair	キッズチェア	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	kidsMenu	キッズメニュー	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	kidsCutlery	子供用カトラリー	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	diaperTable	おむつ替え台	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	nursingRoom	授乳室	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	toriwake	取り分けOK	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
starbucks	スターバックス コーヒー	starbucks-kodzure-koryaku	https://www.starbucks.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目・準ずるもの20品目・魚介類を表示	https://www.starbucks.co.jp/allergy/
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	stepFree	入口の段差なし	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	zashiki	座敷席	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	boxSeat	ボックス席	記事に記述あり	partial	店舗による（公式店舗ページの座席欄に「ソファー席あり」は102店中5店）	https://www.miya.com/shop/detail.php?shop_no=1299
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	kidsChair	キッズチェア	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	kidsMenu	キッズメニュー	記事に記述あり	yes	小学生以下向けキッズメニュー（下田店・羽田空港店は除く。下田店は別メニュー）	https://www.miya.com/campaign/detail.php?miya_campaign_no=376
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	kidsCutlery	子供用カトラリー	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	diaperTable	おむつ替え台	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	nursingRoom	授乳室	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	toriwake	取り分けOK	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
steakmiya	ステーキ宮	steak-miya-kodzure-koryaku	https://www.miya.com/	allergenInfo	アレルゲン表示		yes	メニュー別アレルギー一覧（特定原材料・準ずるもの）を画像で掲載	https://www.miya.com/information/detail.php?miya_information_no=215
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	stepFree	入口の段差なし				
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	zashiki	座敷席	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	boxSeat	ボックス席	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	kidsChair	キッズチェア	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	kidsMenu	キッズメニュー	記事に記述あり	partial	一部店舗のみ（公式アレルゲン表でおこさまうどんはららぽーとTOKYO-BAY店限定と記載）	https://www.sukesanudon.com/wp/wp-content/uploads/2026/09/260903AWGMallergy.pdf
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	kidsCutlery	子供用カトラリー	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	diaperTable	おむつ替え台	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	nursingRoom	授乳室	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	toriwake	取り分けOK	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
sukesanudon	資さんうどん	sukesan-udon-kodzure-koryaku	https://www.sukesanudon.com/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目を表示（2026年秋冬グランドメニュー）	https://www.sukesanudon.com/wp/wp-content/uploads/2026/09/260903AWGMallergy.pdf
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	stepFree	入口の段差なし				
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	zashiki	座敷席	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	boxSeat	ボックス席	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	kidsChair	キッズチェア	記事に記述あり	yes	お子様仕様の椅子を用意と記載	https://www.tenkaippin.co.jp/kotteri_kids/
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	kidsMenu	キッズメニュー	記事に記述あり	yes	お子様ラーメン（3歳〜小学校入学前）	https://www.tenkaippin.co.jp/kotteri_kids/
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	kidsCutlery	子供用カトラリー	記事に記述あり	yes	スプーン/フォーク/箸/麺切りはさみ等を用意と記載	https://www.tenkaippin.co.jp/kotteri_kids/
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	diaperTable	おむつ替え台	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	nursingRoom	授乳室	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	toriwake	取り分けOK	記事に記述あり	yes	取り皿を用意と記載	https://www.tenkaippin.co.jp/kotteri_kids/
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
tenkaippin	天下一品	tenkaippin-kodzure-koryaku	https://www.tenkaippin.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	地域別アレルギー情報（一部店舗で扱っていない商品も記載）	https://www.tenkaippin.co.jp/allergy101/
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	stepFree	入口の段差なし	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	zashiki	座敷席				
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	boxSeat	ボックス席				
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	kidsChair	キッズチェア	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	kidsMenu	キッズメニュー	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	kidsCutlery	子供用カトラリー	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	diaperTable	おむつ替え台	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	nursingRoom	授乳室	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	toriwake	取り分けOK	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
tenya	天丼てんや	tenya-baby-chair	https://www.tenya.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	店内メニューのカロリー・アレルギー一覧PDF	https://www.tenya.co.jp/pdf/allergen-shop.pdf
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	stepFree	入口の段差なし	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	zashiki	座敷席				
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	boxSeat	ボックス席				
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	kidsChair	キッズチェア				
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	kidsMenu	キッズメニュー	記事に記述あり	yes	おやこパスタセット・キッズドリンク等	https://www.tullys.co.jp/menu/kids/
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	kidsCutlery	子供用カトラリー				
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	diaperTable	おむつ替え台	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	nursingRoom	授乳室	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	toriwake	取り分けOK	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
tullyscoffee	タリーズコーヒー	tullys-coffee-kodzure-koryaku	https://www.tullys.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目＋準ずるもの20品目を表示	https://www.tullys.co.jp/menu/allergy/
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	stepFree	入口の段差なし	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	zashiki	座敷席				
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	boxSeat	ボックス席	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	kidsChair	キッズチェア				
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	kidsMenu	キッズメニュー	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	kidsCutlery	子供用カトラリー				
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	diaperTable	おむつ替え台	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	nursingRoom	授乳室	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	toriwake	取り分けOK	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
ueshimacoffee	上島珈琲店	ueshima-coffee-kodzure-koryaku	https://www.ueshima-coffee-ten.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	カロリー・アレルゲン一覧PDF（2026/7/30更新）	https://www.ueshima-coffee-ten.jp/fileadmin/res/ufs/allergen/calorie_allergen_ueshima260730.pdf
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	stepFree	入口の段差なし		partial	車いすで利用できるテーブル席・カウンター席と多機能トイレあり（一部店舗除く・グループ共通FAQ）	https://faq.genki-gdc.co.jp/%E8%BB%8A%E3%81%84%E3%81%99%E3%81%AE%E5%88%A9%E7%94%A8-677ce1f7ebcdc3f8c9b40b25
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	zashiki	座敷席				
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	boxSeat	ボックス席	記事に記述あり			
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	kidsChair	キッズチェア	記事に記述あり	yes	お子様用の椅子を用意（グループ共通FAQ）	https://faq.genki-gdc.co.jp/%E5%AD%90%E4%BE%9B%E7%94%A8%E3%81%AE%E6%A4%85%E5%AD%90%E3%81%AF%E3%81%82%E3%82%8A%E3%81%BE%E3%81%99%E3%81%8B%EF%BC%9F-677ce1f7ebcdc3f8c9b40b28
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	kidsMenu	キッズメニュー		yes	キッズセットあり（グループ共通FAQ）	https://faq.genki-gdc.co.jp/%E5%AD%90%E4%BE%9B%E7%94%A8%E3%81%AE%E3%83%A1%E3%83%8B%E3%83%A5%E3%83%BC%E3%81%AF%E3%81%82%E3%82%8A%E3%81%BE%E3%81%99%E3%81%8B%EF%BC%9F-677ce1f72f98ffb6a7a44432
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	kidsCutlery	子供用カトラリー	記事に記述あり			
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	diaperTable	おむつ替え台	記事に記述あり			
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	nursingRoom	授乳室	記事に記述あり			
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	babyFoodBringIn	離乳食持ち込み	記事に記述あり	yes	一般の飲食物は持ち込み不可だが乳幼児のミルク・離乳食は持ち込み可（グループ共通FAQ）	https://faq.genki-gdc.co.jp/%E9%A3%B2%E9%A3%9F%E7%89%A9%E3%81%AE%E6%8C%81%E3%81%A1%E8%BE%BC%E3%81%BF%E3%81%AF%E5%8F%AF%E8%83%BD%E3%81%A7%E3%81%99%E3%81%8B%EF%BC%9F-677ce1f7ebcdc3f8c9b40b2e
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	toriwake	取り分けOK	記事に記述あり			
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
